Date,Location,Temp_C
2004-05-01,Fort Wayne,18.095
2004-06-01,Fort Wayne,20.508000000000003
2004-07-01,Fort Wayne,22.329
2004-08-01,Fort Wayne,20.303
2004-09-01,Fort Wayne,19.615
2004-10-01,Fort Wayne,11.818
2004-11-01,Fort Wayne,6.827000000000001
2004-12-01,Fort Wayne,-1.345
2005-01-01,Fort Wayne,-3.369
2005-02-01,Fort Wayne,-0.552
2005-03-01,Fort Wayne,1.6870000000000005
2005-04-01,Fort Wayne,11.296
2005-05-01,Fort Wayne,14.489
2005-06-01,Fort Wayne,23.535
2005-07-01,Fort Wayne,24.181
2005-08-01,Fort Wayne,23.511
2005-09-01,Fort Wayne,20.402
2005-10-01,Fort Wayne,12.418
2005-11-01,Fort Wayne,6.489
2005-12-01,Fort Wayne,-4.051
2006-01-01,Fort Wayne,2.9690000000000003
2006-02-01,Fort Wayne,-1.093
2006-03-01,Fort Wayne,3.72
2006-04-01,Fort Wayne,12.12
2006-05-01,Fort Wayne,15.437
2006-06-01,Fort Wayne,20.925
2006-07-01,Fort Wayne,24.237
2006-08-01,Fort Wayne,22.819000000000003
2006-09-01,Fort Wayne,16.884
2006-10-01,Fort Wayne,10.032
2006-11-01,Fort Wayne,6.315
2006-12-01,Fort Wayne,2.502
2007-01-01,Fort Wayne,-0.7650000000000001
2007-02-01,Fort Wayne,-8.275
2007-03-01,Fort Wayne,6.178000000000001
2007-04-01,Fort Wayne,8.62
2007-05-01,Fort Wayne,18.575
2007-06-01,Fort Wayne,22.47
2007-07-01,Fort Wayne,22.372
2007-08-01,Fort Wayne,24.023000000000003
2007-09-01,Fort Wayne,19.933
2007-10-01,Fort Wayne,15.427
2007-11-01,Fort Wayne,5.01
2007-12-01,Fort Wayne,-1.132
2008-01-01,Fort Wayne,-2.894
2008-02-01,Fort Wayne,-3.931
2008-03-01,Fort Wayne,2.059
2008-04-01,Fort Wayne,10.806
2008-05-01,Fort Wayne,14.324000000000002
2008-06-01,Fort Wayne,22.146
2008-07-01,Fort Wayne,23.038
2008-08-01,Fort Wayne,21.885
2008-09-01,Fort Wayne,19.799000000000003
2008-10-01,Fort Wayne,11.085
2008-11-01,Fort Wayne,4.33
2008-12-01,Fort Wayne,-2.79
2009-01-01,Fort Wayne,-7.757000000000001
2009-02-01,Fort Wayne,-1.221
2009-03-01,Fort Wayne,5.1240000000000006
2009-04-01,Fort Wayne,9.842
2009-05-01,Fort Wayne,16.250999999999998
2009-06-01,Fort Wayne,21.492
2009-07-01,Fort Wayne,20.726
2009-08-01,Fort Wayne,21.647
2009-09-01,Fort Wayne,18.373
2009-10-01,Fort Wayne,9.674
2009-11-01,Fort Wayne,7.364
2009-12-01,Fort Wayne,-1.739
2010-01-01,Fort Wayne,-5.101
2010-02-01,Fort Wayne,-3.838
2010-03-01,Fort Wayne,5.625
2010-04-01,Fort Wayne,13.165
2010-05-01,Fort Wayne,17.735
2010-06-01,Fort Wayne,22.959
2010-07-01,Fort Wayne,24.825
2010-08-01,Fort Wayne,23.963
2010-09-01,Fort Wayne,19.173
2010-10-01,Fort Wayne,12.927
2010-11-01,Fort Wayne,5.204
2010-12-01,Fort Wayne,-4.532
2011-01-01,Fort Wayne,-5.643
2004-05-01,South Bend,18.095
2004-06-01,South Bend,20.508000000000003
2004-07-01,South Bend,22.329
2004-08-01,South Bend,20.303
2004-09-01,South Bend,19.615
2004-10-01,South Bend,11.818
2004-11-01,South Bend,6.827000000000001
2004-12-01,South Bend,-1.345
2005-01-01,South Bend,-3.369
2005-02-01,South Bend,-0.552
2005-03-01,South Bend,1.6870000000000005
2005-04-01,South Bend,11.296
2005-05-01,South Bend,14.489
2005-06-01,South Bend,23.535
2005-07-01,South Bend,24.181
2005-08-01,South Bend,23.511
2005-09-01,South Bend,20.402
2005-10-01,South Bend,12.418
2005-11-01,South Bend,6.489
2005-12-01,South Bend,-4.051
2006-01-01,South Bend,2.9690000000000003
2006-02-01,South Bend,-1.093
2006-03-01,South Bend,3.72
2006-04-01,South Bend,12.12
2006-05-01,South Bend,15.437
2006-06-01,South Bend,20.925
2006-07-01,South Bend,24.237
2006-08-01,South Bend,22.819000000000003
2006-09-01,South Bend,16.884
2006-10-01,South Bend,10.032
2006-11-01,South Bend,6.315
2006-12-01,South Bend,2.502
2007-01-01,South Bend,-0.7650000000000001
2007-02-01,South Bend,-8.275
2007-03-01,South Bend,6.178000000000001
2007-04-01,South Bend,8.62
2007-05-01,South Bend,18.575
2007-06-01,South Bend,22.47
2007-07-01,South Bend,22.372
2007-08-01,South Bend,24.023000000000003
2007-09-01,South Bend,19.933
2007-10-01,South Bend,15.427
2007-11-01,South Bend,5.01
2007-12-01,South Bend,-1.132
2008-01-01,South Bend,-2.894
2008-02-01,South Bend,-3.931
2008-03-01,South Bend,2.059
2008-04-01,South Bend,10.806
2008-05-01,South Bend,14.324000000000002
2008-06-01,South Bend,22.146
2008-07-01,South Bend,23.038
2008-08-01,South Bend,21.885
2008-09-01,South Bend,19.799000000000003
2008-10-01,South Bend,11.085
2008-11-01,South Bend,4.33
2008-12-01,South Bend,-2.79
2009-01-01,South Bend,-7.757000000000001
2009-02-01,South Bend,-1.221
2009-03-01,South Bend,5.1240000000000006
2009-04-01,South Bend,9.842
2009-05-01,South Bend,16.250999999999998
2009-06-01,South Bend,21.492
2009-07-01,South Bend,20.726
2009-08-01,South Bend,21.647
2009-09-01,South Bend,18.373
2009-10-01,South Bend,9.674
2009-11-01,South Bend,7.364
2009-12-01,South Bend,-1.739
2010-01-01,South Bend,-5.101
2010-02-01,South Bend,-3.838
2010-03-01,South Bend,5.625
2010-04-01,South Bend,13.165
2010-05-01,South Bend,17.735
2010-06-01,South Bend,22.959
2010-07-01,South Bend,24.825
2010-08-01,South Bend,23.963
2010-09-01,South Bend,19.173
2010-10-01,South Bend,12.927
2010-11-01,South Bend,5.204
2010-12-01,South Bend,-4.532
2011-01-01,South Bend,-5.643
