Datetime,EKPC
2015-10-22,1108.125
2015-10-23,1136.7083333333333
2015-10-24,1078.625
2015-10-25,1059.7916666666667
2015-10-26,1165.7083333333333
2015-10-27,1132.7083333333333
2015-10-28,1050.3333333333333
2015-10-29,1083.5833333333333
2015-10-30,1284.8333333333333
2015-10-31,1255.7083333333333
2015-11-01,1100.12
2015-11-02,1112.125
2015-11-03,1184.2083333333333
2015-11-04,1132.9166666666667
2015-11-05,1106.9583333333333
2015-11-06,1108.5416666666667
2015-11-07,1129.7916666666667
2015-11-08,1260.875
2015-11-09,1348.4166666666667
2015-11-10,1305.5833333333333
2015-11-11,1378.125
2015-11-12,1187.0
2015-11-13,1346.4583333333333
2015-11-14,1426.5416666666667
2015-11-15,1372.5833333333333
2015-11-16,1401.375
2015-11-17,1267.375
2015-11-18,1106.1666666666667
2015-11-19,1162.8333333333333
2015-11-20,1439.0833333333333
2015-11-21,1465.75
2015-11-22,1645.5833333333333
2015-11-23,1780.2916666666667
2015-11-24,1576.2916666666667
2015-11-25,1452.625
2015-11-26,1129.625
2015-11-27,1019.3333333333334
2015-11-28,1108.0833333333333
2015-11-29,1236.375
2015-11-30,1362.2083333333333
2015-12-01,1295.1666666666667
2015-12-02,1443.25
2015-12-03,1650.125
2015-12-04,1708.7916666666667
2015-12-05,1653.0833333333333
2015-12-06,1576.9583333333333
2015-12-07,1490.7916666666667
2015-12-08,1520.2916666666667
2015-12-09,1501.125
2015-12-10,1422.0833333333333
2015-12-11,1264.75
2015-12-12,1164.2916666666667
2015-12-13,1184.2916666666667
2015-12-14,1259.875
2015-12-15,1358.625
2015-12-16,1333.9166666666667
2015-12-17,1388.75
2015-12-18,1826.0833333333333
2015-12-19,1797.625
2015-12-20,1737.5416666666667
2015-12-21,1496.625
2015-12-22,1281.5
2015-12-23,1227.7916666666667
2015-12-24,1025.25
2015-12-25,1031.1666666666667
2015-12-26,1084.5416666666667
2015-12-27,1105.0
2015-12-28,1348.4166666666667
2015-12-29,1331.6666666666667
2015-12-30,1449.2083333333333
2015-12-31,1514.625
