Datetime,DAYTON_MW
2005-05-07,1605.8333333333333
2005-05-08,1532.6666666666667
2005-05-09,2022.3333333333333
2005-05-10,2119.375
2005-05-11,2202.7916666666665
2005-05-12,1931.9166666666667
2005-05-13,1955.5
2005-05-14,1644.0416666666667
2005-05-15,1506.8333333333333
2005-05-16,1889.75
2005-05-17,1939.5833333333333
2005-05-18,1946.875
2005-05-19,1958.4166666666667
2005-05-20,1908.6666666666667
2005-05-21,1634.9583333333333
2005-05-22,1534.8333333333333
2005-05-23,1916.5833333333333
2005-05-24,1909.2916666666667
2005-05-25,1932.4166666666667
2005-05-26,1959.1666666666667
2005-05-27,1861.625
2005-05-28,1523.625
2005-05-29,1455.5
2005-05-30,1500.8333333333333
2005-05-31,1964.7916666666667
2005-06-01,2042.875
2005-06-02,1998.0833333333333
2005-06-03,2030.875
2005-06-04,1919.1666666666667
2005-06-05,2040.4583333333333
2005-06-06,2564.75
2005-06-07,2605.625
2005-06-08,2672.9583333333335
2005-06-09,2745.3333333333335
2005-06-10,2655.0416666666665
2005-06-11,2121.9166666666665
2005-06-12,2043.375
2005-06-13,2490.2916666666665
2005-06-14,2632.8333333333335
2005-06-15,2263.6666666666665
2005-06-16,2056.7083333333335
2005-06-17,2013.0416666666667
2005-06-18,1691.625
2005-06-19,1636.125
2005-06-20,2138.4166666666665
2005-06-21,2287.625
2005-06-22,2455.4583333333335
2005-06-23,2399.125
2005-06-24,2517.3333333333335
2005-06-25,2343.75
2005-06-26,2295.2083333333335
2005-06-27,2793.4166666666665
2005-06-28,2589.75
2005-06-29,2675.7083333333335
2005-06-30,2514.8333333333335
2005-07-01,2317.8333333333335
2005-07-02,1801.125
2005-07-03,1851.6666666666667
2005-07-04,2127.75
2005-07-05,2283.7916666666665
2005-07-06,2272.625
2005-07-07,2283.0416666666665
2005-07-08,2235.3333333333335
2005-07-09,2043.8333333333333
2005-07-10,2038.7916666666667
2005-07-11,2418.5416666666665
2005-07-12,2593.0833333333335
2005-07-13,2345.4583333333335
2005-07-14,2357.375
2005-07-15,2522.3333333333335
2005-07-16,2293.3333333333335
2005-07-17,2246.375
2005-07-18,2772.6666666666665
2005-07-19,2752.6666666666665
2005-07-20,2703.125
2005-07-21,2842.0
2005-07-22,2751.0833333333335
2005-07-23,2408.5
2005-07-24,2452.5416666666665
2005-07-25,3090.2083333333335
2005-07-26,3078.0416666666665
2005-07-27,2473.7916666666665
2005-07-28,2275.8333333333335
2005-07-29,2316.6666666666665
2005-07-30,2099.7916666666665
2005-07-31,2148.0
2005-08-01,2707.0833333333335
2005-08-02,2815.625
2005-08-03,2855.0833333333335
2005-08-04,2879.7083333333335
2005-08-05,2623.75
2005-08-06,2159.125
2005-08-07,2141.1666666666665
2005-08-08,2675.625
2005-08-09,2701.7083333333335
2005-08-10,2743.9583333333335
2005-08-11,2715.9583333333335
2005-08-12,2781.0
2005-08-13,2616.4583333333335
2005-08-14,2174.75
2005-08-15,2308.8333333333335
2005-08-16,2283.25
2005-08-17,2423.25
2005-08-18,2545.625
2005-08-19,2706.875
2005-08-20,2514.4583333333335
2005-08-21,2231.125
2005-08-22,2354.4583333333335
2005-08-23,2211.125
2005-08-24,2205.2083333333335
2005-08-25,2334.0
2005-08-26,2377.1666666666665
2005-08-27,2203.0
2005-08-28,2063.375
2005-08-29,2432.25
2005-08-30,2348.875
2005-08-31,2352.6666666666665
2005-09-01,2377.875
2005-09-02,2301.25
2005-09-03,1792.8333333333333
2005-09-04,1703.25
2005-09-05,1774.7916666666667
2005-09-06,2253.75
2005-09-07,2317.2916666666665
2005-09-08,2344.7083333333335
2005-09-09,2407.3333333333335
2005-09-10,2161.5833333333335
2005-09-11,1983.2083333333333
2005-09-12,2390.3333333333335
2005-09-13,2461.2083333333335
2005-09-14,2358.5
2005-09-15,2394.2916666666665
2005-09-16,2288.625
2005-09-17,1823.0416666666667
2005-09-18,1758.0
2005-09-19,2161.1666666666665
2005-09-20,2235.0833333333335
2005-09-21,2239.875
2005-09-22,2365.7083333333335
2005-09-23,2286.9166666666665
2005-09-24,1951.6666666666667
2005-09-25,1969.2083333333333
2005-09-26,2240.875
2005-09-27,2097.2916666666665
2005-09-28,2100.2083333333335
2005-09-29,2004.0416666666667
2005-09-30,1912.0416666666667
2005-10-01,1671.9583333333333
2005-10-02,1746.2083333333333
2005-10-03,2277.9583333333335
2005-10-04,2262.875
2005-10-05,2254.625
2005-10-06,2252.9166666666665
2005-10-07,1952.9166666666667
2005-10-08,1679.3333333333333
2005-10-09,1609.625
2005-10-10,1946.75
2005-10-11,1987.625
2005-10-12,1999.75
2005-10-13,2011.3333333333333
2005-10-14,1967.25
2005-10-15,1678.75
2005-10-16,1573.4166666666667
2005-10-17,1952.125
2005-10-18,1983.1666666666667
2005-10-19,1997.25
2005-10-20,1976.5416666666667
2005-10-21,1990.0833333333333
2005-10-22,1704.6666666666667
2005-10-23,1662.2916666666667
2005-10-24,2078.9583333333335
2005-10-25,2115.875
2005-10-26,2075.3333333333335
2005-10-27,2046.0416666666667
2005-10-28,2057.1666666666665
2005-10-29,1823.4166666666667
2005-10-30,1723.0
2005-10-31,2001.2916666666667
2005-11-01,2027.0
2005-11-02,2062.9166666666665
2005-11-03,2034.625
2005-11-04,1976.4583333333333
2005-11-05,1703.375
2005-11-06,1607.625
2005-11-07,1976.875
2005-11-08,1995.5
2005-11-09,1995.875
2005-11-10,2057.0416666666665
2005-11-11,2063.875
2005-11-12,1757.7083333333333
2005-11-13,1632.0833333333333
2005-11-14,1995.5833333333333
2005-11-15,2045.25
2005-11-16,2165.0416666666665
2005-11-17,2317.2916666666665
2005-11-18,2338.875
2005-11-19,1935.8333333333333
2005-11-20,1792.5416666666667
2005-11-21,2152.7916666666665
2005-11-22,2248.5833333333335
2005-11-23,2328.3333333333335
2005-11-24,1891.9166666666667
2005-11-25,2048.875
2005-11-26,1899.625
2005-11-27,1738.8333333333333
2005-11-28,2037.1666666666667
2005-11-29,2150.2083333333335
2005-11-30,2326.625
2005-12-01,2381.7083333333335
2005-12-02,2431.6666666666665
2005-12-03,2219.5
2005-12-04,2082.2916666666665
2005-12-05,2439.125
2005-12-06,2565.875
2005-12-07,2522.6666666666665
2005-12-08,2610.1666666666665
2005-12-09,2577.2083333333335
2005-12-10,2281.625
2005-12-11,2108.75
2005-12-12,2448.9583333333335
2005-12-13,2499.6666666666665
2005-12-14,2513.2916666666665
2005-12-15,2436.25
2005-12-16,2392.5416666666665
2005-12-17,2195.1666666666665
2005-12-18,2162.4166666666665
2005-12-19,2613.2916666666665
2005-12-20,2669.3333333333335
2005-12-21,2490.5833333333335
2005-12-22,2423.3333333333335
2005-12-23,2178.75
2005-12-24,1806.375
2005-12-25,1694.9583333333333
2005-12-26,1915.7083333333333
2005-12-27,1995.25
2005-12-28,1876.1666666666667
2005-12-29,2016.5
2005-12-30,1965.6666666666667
2005-12-31,1872.0833333333333
2006-01-01,1743.9166666666667
2006-01-02,1793.8333333333333
2006-01-03,2095.4583333333335
2006-01-04,2155.6666666666665
2006-01-05,2261.9166666666665
2006-01-06,2325.7083333333335
2006-01-07,2053.1666666666665
2006-01-08,1880.6666666666667
2006-01-09,2161.3333333333335
2006-01-10,2218.5833333333335
2006-01-11,2187.375
2006-01-12,2137.7916666666665
2006-01-13,2056.375
2006-01-14,2028.3333333333333
2006-01-15,1892.25
2006-01-16,2106.2083333333335
2006-01-17,2133.1666666666665
2006-01-18,2379.0833333333335
2006-01-19,2218.5
2006-01-20,2049.9166666666665
2006-01-21,1841.8333333333333
2006-01-22,1942.5416666666667
2006-01-23,2183.5
2006-01-24,2288.8333333333335
2006-01-25,2332.5
2006-01-26,2274.3333333333335
2006-01-27,2205.7916666666665
2006-01-28,1812.0416666666667
2006-01-29,1725.375
2006-01-30,2098.7083333333335
2006-01-31,2257.5833333333335
2006-02-01,2221.2916666666665
2006-02-02,2185.6666666666665
2006-02-03,2110.4166666666665
2006-02-04,2014.4166666666667
2006-02-05,2086.7083333333335
2006-02-06,2341.7916666666665
2006-02-07,2368.625
2006-02-08,2341.7916666666665
2006-02-09,2382.1666666666665
2006-02-10,2271.375
2006-02-11,2018.7916666666667
2006-02-12,1968.7083333333333
2006-02-13,2364.8333333333335
2006-02-14,2247.5833333333335
2006-02-15,2135.75
2006-02-16,2055.9166666666665
2006-02-17,2214.6666666666665
2006-02-18,2245.1666666666665
2006-02-19,2208.9166666666665
2006-02-20,2359.0833333333335
2006-02-21,2301.4166666666665
2006-02-22,2252.5
2006-02-23,2195.9583333333335
2006-02-24,2199.6666666666665
2006-02-25,1888.875
2006-02-26,1992.25
2006-02-27,2272.875
2006-02-28,2220.2083333333335
2006-03-01,2159.9166666666665
2006-03-02,2146.5833333333335
2006-03-03,2240.125
2006-03-04,2016.3333333333333
2006-03-05,1890.0416666666667
2006-03-06,2239.8333333333335
2006-03-07,2242.8333333333335
2006-03-08,2244.4583333333335
2006-03-09,2086.0833333333335
2006-03-10,2044.2916666666667
2006-03-11,1822.4166666666667
2006-03-12,1662.0
2006-03-13,1966.625
2006-03-14,2196.3333333333335
2006-03-15,2174.5833333333335
2006-03-16,2168.2916666666665
2006-03-17,2140.9166666666665
2006-03-18,1913.375
2006-03-19,1825.5833333333333
2006-03-20,2210.0416666666665
2006-03-21,2394.125
2006-03-22,2338.3333333333335
2006-03-23,2204.0
2006-03-24,2117.7916666666665
2006-03-25,1932.0416666666667
2006-03-26,1814.7083333333333
2006-03-27,2125.8333333333335
2006-03-28,2115.75
2006-03-29,2039.25
2006-03-30,2013.625
2006-03-31,1924.25
2006-04-01,1687.25
2006-04-02,1602.9565217391305
2006-04-03,2002.9166666666667
2006-04-04,2081.6666666666665
2006-04-05,2039.0833333333333
2006-04-06,2003.0416666666667
2006-04-07,1953.3333333333333
2006-04-08,1758.75
2006-04-09,1676.125
2006-04-10,1953.8333333333333
2006-04-11,1963.375
2006-04-12,1955.625
2006-04-13,1944.25
2006-04-14,1744.25
2006-04-15,1575.75
2006-04-16,1455.9166666666667
2006-04-17,1826.7083333333333
2006-04-18,1944.9166666666667
2006-04-19,1954.0416666666667
2006-04-20,1970.625
2006-04-21,1939.25
2006-04-22,1656.6666666666667
2006-04-23,1537.3333333333333
2006-04-24,1889.9166666666667
2006-04-25,1944.0416666666667
2006-04-26,1987.375
2006-04-27,1936.7083333333333
2006-04-28,1866.4583333333333
2006-04-29,1610.2083333333333
2006-04-30,1536.7916666666667
2006-05-01,1900.875
2006-05-02,1933.6666666666667
2006-05-03,1944.5833333333333
2006-05-04,1970.25
2006-05-05,1870.2916666666667
2006-05-06,1576.6666666666667
2006-05-07,1507.125
2006-05-08,1896.9583333333333
2006-05-09,1948.0416666666667
2006-05-10,1988.875
2006-05-11,1943.7916666666667
2006-05-12,1934.75
2006-05-13,1652.625
2006-05-14,1553.0416666666667
2006-05-15,1930.5
2006-05-16,1943.7916666666667
2006-05-17,1939.0
2006-05-18,1915.375
2006-05-19,1874.5
2006-05-20,1616.6666666666667
2006-05-21,1532.375
2006-05-22,1889.9166666666667
2006-05-23,1938.875
2006-05-24,1951.9166666666667
2006-05-25,2091.4583333333335
2006-05-26,2020.375
2006-05-27,1783.6666666666667
2006-05-28,1871.1666666666667
2006-05-29,2060.875
2006-05-30,2552.5
2006-05-31,2640.5416666666665
2006-06-01,2505.375
2006-06-02,2113.8333333333335
2006-06-03,1793.375
2006-06-04,1613.4166666666667
2006-06-05,2064.375
2006-06-06,2199.5
2006-06-07,2144.7083333333335
2006-06-08,2173.2083333333335
2006-06-09,2146.9583333333335
2006-06-10,1692.6666666666667
2006-06-11,1558.375
2006-06-12,1952.4166666666667
2006-06-13,2031.5416666666667
2006-06-14,2121.4166666666665
2006-06-15,2195.375
2006-06-16,2294.5
2006-06-17,2170.125
2006-06-18,2122.4583333333335
2006-06-19,2425.7083333333335
2006-06-20,2372.5
2006-06-21,2480.5416666666665
2006-06-22,2665.4583333333335
2006-06-23,2283.0416666666665
2006-06-24,2006.0416666666667
2006-06-25,1895.4583333333333
2006-06-26,2316.625
2006-06-27,2414.3333333333335
2006-06-28,2385.2083333333335
2006-06-29,2217.0416666666665
2006-06-30,2182.25
2006-07-01,2096.375
2006-07-02,2209.375
2006-07-03,2291.8333333333335
2006-07-04,2001.4583333333333
2006-07-05,2005.5
2006-07-06,1951.0416666666667
2006-07-07,1967.25
2006-07-08,1871.8333333333333
2006-07-09,1871.4166666666667
2006-07-10,2451.4166666666665
2006-07-11,2365.5833333333335
2006-07-12,2394.2916666666665
2006-07-13,2546.5
2006-07-14,2672.1666666666665
2006-07-15,2471.625
2006-07-16,2435.5
2006-07-17,2849.0416666666665
2006-07-18,2693.7083333333335
2006-07-19,2735.2916666666665
2006-07-20,2718.875
2006-07-21,2683.0416666666665
2006-07-22,2076.3333333333335
2006-07-23,1925.2083333333333
2006-07-24,2427.875
2006-07-25,2602.75
2006-07-26,2637.5
2006-07-27,2539.2083333333335
2006-07-28,2607.2916666666665
2006-07-29,2469.6666666666665
2006-07-30,2495.6666666666665
2006-07-31,2947.0
2006-08-01,3107.9583333333335
2006-08-02,3092.4583333333335
2006-08-03,2897.125
2006-08-04,2638.9166666666665
2006-08-05,2261.5416666666665
2006-08-06,2307.875
2006-08-07,2788.875
2006-08-08,2636.125
2006-08-09,2443.25
2006-08-10,2484.7916666666665
2006-08-11,2339.625
2006-08-12,1971.4166666666667
2006-08-13,1972.7083333333333
2006-08-14,2473.6666666666665
2006-08-15,2459.875
2006-08-16,2414.5416666666665
2006-08-17,2498.1666666666665
2006-08-18,2618.875
2006-08-19,2385.0833333333335
2006-08-20,2059.6666666666665
2006-08-21,2286.5416666666665
2006-08-22,2383.375
2006-08-23,2456.25
2006-08-24,2535.375
2006-08-25,2540.7083333333335
2006-08-26,2253.0833333333335
2006-08-27,2169.1666666666665
2006-08-28,2475.375
2006-08-29,2498.5416666666665
2006-08-30,2318.1666666666665
2006-08-31,2211.9583333333335
2006-09-01,2059.2916666666665
2006-09-02,1651.7916666666667
2006-09-03,1558.0833333333333
2006-09-04,1610.375
2006-09-05,2041.4166666666667
2006-09-06,2136.0416666666665
2006-09-07,2174.2083333333335
2006-09-08,2194.5833333333335
2006-09-09,1946.25
2006-09-10,1841.9583333333333
2006-09-11,2180.4583333333335
2006-09-12,2203.4166666666665
2006-09-13,2113.9166666666665
2006-09-14,2121.2083333333335
2006-09-15,2059.75
2006-09-16,1819.8333333333333
2006-09-17,1811.7916666666667
2006-09-18,2147.75
2006-09-19,1986.5
2006-09-20,1955.1666666666667
2006-09-21,1972.4583333333333
2006-09-22,1954.1666666666667
2006-09-23,1768.375
2006-09-24,1643.25
2006-09-25,1953.0833333333333
2006-09-26,2004.0833333333333
2006-09-27,2038.6666666666667
2006-09-28,1979.875
2006-09-29,1912.75
2006-09-30,1689.2083333333333
2006-10-01,1593.4166666666667
2006-10-02,1998.5416666666667
2006-10-03,2119.75
2006-10-04,2238.5833333333335
2006-10-05,1999.125
2006-10-06,1941.5833333333333
2006-10-07,1684.6666666666667
2006-10-08,1607.75
2006-10-09,2007.6666666666667
2006-10-10,2038.2916666666667
2006-10-11,2018.875
2006-10-12,2034.5
2006-10-13,2039.0416666666667
2006-10-14,1787.875
2006-10-15,1696.3333333333333
2006-10-16,1996.0416666666667
2006-10-17,2041.25
2006-10-18,1985.625
2006-10-19,2006.2083333333333
2006-10-20,2006.5833333333333
2006-10-21,1756.7083333333333
2006-10-22,1723.8333333333333
2006-10-23,2155.5833333333335
2006-10-24,2176.8333333333335
2006-10-25,2154.875
2006-10-26,2180.4583333333335
2006-10-27,2107.7083333333335
2006-10-28,1854.4166666666667
2006-10-29,1745.8260869565217
2006-10-30,2051.875
2006-10-31,2020.375
2006-11-01,2140.4583333333335
2006-11-02,2261.9166666666665
2006-11-03,2280.0416666666665
2006-11-04,2017.6666666666667
2006-11-05,1800.9166666666667
2006-11-06,2089.75
2006-11-07,2089.9583333333335
2006-11-08,2077.0
2006-11-09,2074.625
2006-11-10,2004.5
2006-11-11,1846.5416666666667
2006-11-12,1857.875
2006-11-13,2158.8333333333335
2006-11-14,2222.875
2006-11-15,2234.5
2006-11-16,2129.375
2006-11-17,2151.4166666666665
2006-11-18,1874.9583333333333
2006-11-19,1866.75
2006-11-20,2237.5416666666665
2006-11-21,2266.7916666666665
2006-11-22,2204.7083333333335
2006-11-23,1726.5
2006-11-24,1744.5
2006-11-25,1711.7916666666667
2006-11-26,1687.9583333333333
2006-11-27,2059.9166666666665
2006-11-28,2110.75
2006-11-29,2097.2916666666665
2006-11-30,2085.75
2006-12-01,2196.7083333333335
2006-12-02,2081.3333333333335
2006-12-03,2059.9583333333335
2006-12-04,2535.0833333333335
2006-12-05,2468.875
2006-12-06,2373.8333333333335
2006-12-07,2513.7916666666665
2006-12-08,2586.9166666666665
2006-12-09,2206.0416666666665
2006-12-10,1984.0416666666667
2006-12-11,2206.8333333333335
2006-12-12,2211.75
2006-12-13,2151.75
2006-12-14,2170.4166666666665
2006-12-15,2133.625
2006-12-16,1978.5833333333333
2006-12-17,1764.0833333333333
2006-12-18,2087.625
2006-12-19,2276.2083333333335
2006-12-20,2308.6666666666665
2006-12-21,2195.2083333333335
2006-12-22,2063.0
2006-12-23,1904.125
2006-12-24,1742.7083333333333
2006-12-25,1752.1666666666667
2006-12-26,1965.9166666666667
2006-12-27,2048.9583333333335
2006-12-28,1998.125
2006-12-29,1912.875
2006-12-30,1782.4166666666667
2006-12-31,1706.9583333333333
2007-01-01,1795.0833333333333
2007-01-02,2154.5833333333335
2007-01-03,2218.0
2007-01-04,2173.2083333333335
2007-01-05,2049.875
2007-01-06,1820.7916666666667
2007-01-07,1919.4166666666667
2007-01-08,2221.0416666666665
2007-01-09,2319.0833333333335
2007-01-10,2370.75
2007-01-11,2320.125
2007-01-12,2150.0833333333335
2007-01-13,1887.4166666666667
2007-01-14,1872.2083333333333
2007-01-15,2146.7916666666665
2007-01-16,2398.375
2007-01-17,2454.1666666666665
2007-01-18,2404.7083333333335
2007-01-19,2345.25
2007-01-20,2108.25
2007-01-21,2110.0833333333335
2007-01-22,2351.875
2007-01-23,2391.75
2007-01-24,2378.9583333333335
2007-01-25,2465.0833333333335
2007-01-26,2414.5416666666665
2007-01-27,2078.4166666666665
2007-01-28,2202.5416666666665
2007-01-29,2582.0
2007-01-30,2586.5416666666665
2007-01-31,2606.2083333333335
2007-02-01,2497.2916666666665
2007-02-02,2447.2083333333335
2007-02-03,2443.4583333333335
2007-02-04,2487.375
2007-02-05,2846.375
2007-02-06,2895.2916666666665
2007-02-07,2720.0833333333335
2007-02-08,2780.2916666666665
2007-02-09,2668.4583333333335
2007-02-10,2412.875
2007-02-11,2311.9583333333335
2007-02-12,2432.8333333333335
2007-02-13,2429.125
2007-02-14,2434.375
2007-02-15,2691.7083333333335
2007-02-16,2709.25
2007-02-17,2327.0
2007-02-18,2220.1666666666665
2007-02-19,2479.875
2007-02-20,2284.4583333333335
2007-02-21,2281.5416666666665
2007-02-22,2360.4583333333335
2007-02-23,2359.3333333333335
2007-02-24,2233.2083333333335
2007-02-25,2003.5416666666667
2007-02-26,2312.4166666666665
2007-02-27,2347.0
2007-02-28,2352.1666666666665
2007-03-01,2278.75
2007-03-02,2190.8333333333335
2007-03-03,2073.9583333333335
2007-03-04,2088.125
2007-03-05,2360.5
2007-03-06,2472.2916666666665
2007-03-07,2409.1666666666665
2007-03-08,2365.7083333333335
2007-03-09,2169.4583333333335
2007-03-10,1796.7083333333333
2007-03-11,1770.7826086956522
2007-03-12,2136.8333333333335
2007-03-13,2054.4583333333335
2007-03-14,2006.6666666666667
2007-03-15,2166.7083333333335
2007-03-16,2284.3333333333335
2007-03-17,2056.875
2007-03-18,1909.6666666666667
2007-03-19,2248.625
2007-03-20,2093.375
2007-03-21,2112.0833333333335
2007-03-22,2013.2916666666667
2007-03-23,1981.1666666666667
2007-03-24,1712.2916666666667
2007-03-25,1616.125
2007-03-26,1978.9166666666667
2007-03-27,2030.7083333333333
2007-03-28,1994.0416666666667
2007-03-29,1977.125
2007-03-30,1926.0416666666667
2007-03-31,1648.5833333333333
2007-04-01,1554.6666666666667
2007-04-02,1906.6666666666667
2007-04-03,1966.2916666666667
2007-04-04,2097.375
2007-04-05,2270.875
2007-04-06,2031.3333333333333
2007-04-07,1997.9166666666667
2007-04-08,1870.6666666666667
2007-04-09,2131.6666666666665
2007-04-10,2124.625
2007-04-11,2160.9166666666665
2007-04-12,2201.4583333333335
2007-04-13,2078.5
2007-04-14,1900.5
2007-04-15,1868.5
2007-04-16,2091.9583333333335
2007-04-17,2026.25
2007-04-18,1976.875
2007-04-19,1994.875
2007-04-20,1946.0833333333333
2007-04-21,1655.5416666666667
2007-04-22,1565.875
2007-04-23,1960.0
2007-04-24,1951.8333333333333
2007-04-25,1934.2916666666667
2007-04-26,1960.4166666666667
2007-04-27,1902.875
2007-04-28,1646.125
2007-04-29,1551.5833333333333
2007-04-30,2006.4166666666667
2007-05-01,2108.7916666666665
2007-05-02,2029.25
2007-05-03,1937.4583333333333
2007-05-04,1925.2916666666667
2007-05-05,1684.375
2007-05-06,1531.2916666666667
2007-05-07,1929.8333333333333
2007-05-08,2034.5416666666667
2007-05-09,2128.0833333333335
2007-05-10,2185.375
2007-05-11,2152.75
2007-05-12,1825.25
2007-05-13,1529.875
2007-05-14,1980.75
