Datetime,COMED,Estimated_Temp_C
2011-05-23,11614.833333333334,19.102215053763437
2011-05-24,10869.083333333334,19.306543010752687
2011-05-25,10651.583333333334,19.510870967741933
2011-05-26,10567.791666666666,19.71519892473118
2011-05-27,10244.625,19.91952688172043
2011-05-28,9078.75,20.123854838709676
2011-05-29,8815.833333333334,20.328182795698922
2011-05-30,10696.458333333334,20.532510752688168
2011-05-31,13783.125,20.736838709677418
2011-06-01,12481.083333333334,20.941166666666664
2011-06-02,11204.416666666666,21.086888888888886
2011-06-03,12622.958333333334,21.232611111111108
2011-06-04,13681.25,21.37833333333333
2011-06-05,11170.666666666666,21.524055555555552
2011-06-06,14030.0,21.669777777777774
2011-06-07,17215.916666666668,21.815499999999997
2011-06-08,17441.333333333332,21.96122222222222
2011-06-09,12209.5,22.10694444444444
2011-06-10,10624.333333333334,22.252666666666663
2011-06-11,9549.958333333334,22.398388888888885
2011-06-12,8832.166666666666,22.544111111111107
2011-06-13,10584.416666666666,22.68983333333333
2011-06-14,11000.791666666666,22.83555555555555
2011-06-15,11130.083333333334,22.981277777777777
2011-06-16,11790.416666666666,23.126999999999995
2011-06-17,12737.125,23.27272222222222
2011-06-18,11816.541666666666,23.41844444444444
2011-06-19,11439.208333333334,23.564166666666665
2011-06-20,13012.541666666666,23.709888888888887
2011-06-21,15125.291666666666,23.85561111111111
2011-06-22,12152.833333333334,24.00133333333333
2011-06-23,11398.291666666666,24.147055555555553
2011-06-24,10806.541666666666,24.292777777777776
2011-06-25,10483.375,24.438499999999998
2011-06-26,10434.25,24.58422222222222
2011-06-27,12808.375,24.729944444444442
2011-06-28,12971.333333333334,24.875666666666664
2011-06-29,12990.416666666666,25.021388888888886
2011-06-30,14092.916666666666,25.167111111111108
2011-07-01,13833.291666666666,25.31283333333333
2011-07-02,14789.833333333334,25.2357688172043
2011-07-03,12503.333333333334,25.158704301075264
2011-07-04,12288.583333333334,25.081639784946233
2011-07-05,14988.125,25.004575268817202
2011-07-06,15631.083333333334,24.92751075268817
2011-07-07,13304.958333333334,24.850446236559137
2011-07-08,13623.041666666666,24.773381720430105
2011-07-09,13628.291666666666,24.696317204301074
2011-07-10,14746.208333333334,24.61925268817204
2011-07-11,15138.5,24.54218817204301
2011-07-12,15198.958333333334,24.465123655913978
2011-07-13,12901.166666666666,24.388059139784946
2011-07-14,12783.458333333334,24.310994623655912
2011-07-15,14184.375,24.23393010752688
2011-07-16,13680.583333333334,24.15686559139785
2011-07-17,15034.0,24.079801075268815
2011-07-18,18060.666666666668,24.002736559139784
2011-07-19,18762.08333333333,23.925672043010753
2011-07-20,19110.541666666668,23.84860752688172
2011-07-21,19920.291666666668,23.771543010752687
2011-07-22,16787.25,23.694478494623656
2011-07-23,14393.375,23.617413978494625
2011-07-24,13550.416666666666,23.54034946236559
2011-07-25,15673.916666666666,23.46328494623656
2011-07-26,15468.041666666666,23.386220430107528
2011-07-27,14825.75,23.309155913978493
2011-07-28,15439.541666666666,23.232091397849462
2011-07-29,15649.5,23.15502688172043
2011-07-30,14544.083333333334,23.0779623655914
2011-07-31,14941.25,23.000897849462365
2011-08-01,17291.291666666668,22.923833333333334
2011-08-02,18083.45833333333,22.73639247311828
2011-08-03,16421.5,22.548951612903227
2011-08-04,15091.541666666666,22.361510752688172
2011-08-05,14997.375,22.17406989247312
2011-08-06,14293.333333333334,21.986629032258065
2011-08-07,13457.25,21.79918817204301
2011-08-08,14168.833333333334,21.61174731182796
2011-08-09,13729.5,21.424306451612903
2011-08-10,12637.416666666666,21.23686559139785
2011-08-11,12636.875,21.049424731182796
2011-08-12,12916.125,20.861983870967745
2011-08-13,12176.958333333334,20.67454301075269
2011-08-14,10416.958333333334,20.487102150537638
2011-08-15,12302.625,20.299661290322582
2011-08-16,13229.458333333334,20.112220430107527
2011-08-17,13769.583333333334,19.924779569892475
2011-08-18,14529.25,19.73733870967742
2011-08-19,14453.375,19.54989784946237
2011-08-20,12800.0,19.362456989247313
2011-08-21,11714.666666666666,19.175016129032258
2011-08-22,12980.25,18.987575268817206
2011-08-23,12367.583333333334,18.80013440860215
2011-08-24,15079.916666666666,18.6126935483871
2011-08-25,13616.791666666666,18.425252688172044
2011-08-26,12961.625,18.23781182795699
2011-08-27,12484.666666666666,18.050370967741937
2011-08-28,10589.541666666666,17.862930107526886
2011-08-29,12299.375,17.67548924731183
2011-08-30,12155.791666666666,17.488048387096775
2011-08-31,13931.958333333334,17.300607526881723
2011-09-01,16871.916666666668,17.113166666666668
2011-09-02,17498.25,16.940150000000003
2011-09-03,14210.0,16.767133333333334
2011-09-04,10467.458333333334,16.594116666666668
2011-09-05,8911.833333333334,16.421100000000003
2011-09-06,10286.916666666666,16.248083333333334
2011-09-07,10697.083333333334,16.075066666666668
2011-09-08,10974.041666666666,15.902050000000001
2011-09-09,11179.416666666666,15.729033333333334
2011-09-10,10390.291666666666,15.556016666666668
2011-09-11,10470.833333333334,15.383000000000001
2011-09-12,12984.875,15.209983333333334
2011-09-13,12317.0,15.036966666666668
2011-09-14,10687.666666666666,14.86395
2011-09-15,10268.25,14.690933333333334
2011-09-16,10257.458333333334,14.517916666666668
2011-09-17,9266.291666666666,14.3449
2011-09-18,8904.583333333334,14.171883333333334
2011-09-19,10635.0,13.998866666666666
2011-09-20,10802.166666666666,13.82585
2011-09-21,10845.75,13.652833333333334
2011-09-22,10429.791666666666,13.479816666666666
2011-09-23,10202.458333333334,13.306799999999999
2011-09-24,9183.0,13.133783333333334
2011-09-25,8782.541666666666,12.960766666666666
2011-09-26,10318.291666666666,12.787749999999999
2011-09-27,10505.5,12.614733333333334
2011-09-28,10520.25,12.441716666666666
2011-09-29,10538.375,12.268699999999999
2011-09-30,10289.666666666666,12.095683333333334
2011-10-01,9249.541666666666,11.922666666666666
2011-10-02,8783.416666666666,11.75274193548387
2011-10-03,10235.75,11.582817204301074
2011-10-04,10554.791666666666,11.41289247311828
2011-10-05,10745.708333333334,11.242967741935484
2011-10-06,11022.25,11.073043010752688
2011-10-07,11211.25,10.903118279569892
2011-10-08,10324.5,10.733193548387096
2011-10-09,9489.208333333334,10.563268817204301
2011-10-10,10726.833333333334,10.393344086021505
2011-10-11,11209.125,10.22341935483871
2011-10-12,11171.458333333334,10.053494623655913
2011-10-13,10948.625,9.883569892473119
2011-10-14,10345.541666666666,9.713645161290323
2011-10-15,9303.291666666666,9.543720430107527
2011-10-16,8825.916666666666,9.37379569892473
2011-10-17,10285.875,9.203870967741935
2011-10-18,10676.333333333334,9.033946236559139
2011-10-19,10926.125,8.864021505376344
2011-10-20,11042.708333333334,8.694096774193548
2011-10-21,10698.875,8.524172043010752
2011-10-22,9643.375,8.354247311827956
2011-10-23,9047.75,8.184322580645162
2011-10-24,10348.333333333334,8.014397849462366
2011-10-25,10709.041666666666,7.84447311827957
2011-10-26,10673.791666666666,7.674548387096774
2011-10-27,10692.708333333334,7.504623655913979
2011-10-28,10646.833333333334,7.334698924731183
2011-10-29,9612.083333333334,7.164774193548387
2011-10-30,9338.125,6.9948494623655915
2011-10-31,10522.291666666666,6.824924731182795
2011-11-01,10793.0,6.655
2011-11-02,10653.708333333334,6.469916666666667
2011-11-03,11004.75,6.284833333333333
2011-11-04,10734.791666666666,6.09975
2011-11-05,9713.666666666666,5.914666666666667
2011-11-06,9282.347826086956,5.729583333333333
2011-11-07,10558.583333333334,5.5445
2011-11-08,11005.541666666666,5.359416666666666
2011-11-09,11093.333333333334,5.174333333333333
2011-11-10,11424.541666666666,4.98925
2011-11-11,11215.375,4.804166666666667
2011-11-12,9974.666666666666,4.619083333333333
2011-11-13,9218.375,4.434
2011-11-14,10668.708333333334,4.248916666666666
2011-11-15,10805.666666666666,4.063833333333333
2011-11-16,11126.083333333334,3.87875
2011-11-17,11571.208333333334,3.6936666666666667
2011-11-18,11448.5,3.508583333333333
2011-11-19,10153.375,3.3235
2011-11-20,9548.166666666666,3.1384166666666666
2011-11-21,10981.208333333334,2.953333333333333
2011-11-22,11282.583333333334,2.76825
2011-11-23,10946.75,2.583166666666666
2011-11-24,9311.791666666666,2.398083333333333
2011-11-25,9436.291666666666,2.213
2011-11-26,9456.916666666666,2.027916666666666
2011-11-27,9692.75,1.842833333333333
2011-11-28,11380.0,1.65775
2011-11-29,11775.666666666666,1.4726666666666661
2011-11-30,11746.875,1.287583333333333
2011-12-01,11643.458333333334,1.1025000000000003
2011-12-02,11534.791666666666,1.0477419354838713
2011-12-03,10479.583333333334,0.9929838709677422
2011-12-04,9958.583333333334,0.9382258064516131
2011-12-05,11539.25,0.8834677419354842
2011-12-06,11822.5,0.8287096774193551
2011-12-07,11935.375,0.773951612903226
2011-12-08,12050.625,0.719193548387097
2011-12-09,12076.875,0.664435483870968
2011-12-10,11618.083333333334,0.6096774193548389
2011-12-11,10730.333333333334,0.5549193548387099
2011-12-12,11793.5,0.5001612903225808
2011-12-13,11726.708333333334,0.44540322580645175
2011-12-14,11762.25,0.3906451612903228
2011-12-15,11676.5,0.3358870967741937
2011-12-16,11945.625,0.28112903225806474
2011-12-17,11284.041666666666,0.22637096774193566
2011-12-18,10540.083333333334,0.17161290322580658
2011-12-19,11424.916666666666,0.11685483870967761
2011-12-20,11781.5,0.06209677419354853
2011-12-21,11708.166666666666,0.007338709677419564
2011-12-22,11787.625,-0.047419354838709626
2011-12-23,11366.333333333334,-0.1021774193548386
2011-12-24,10298.083333333334,-0.15693548387096756
2011-12-25,9495.083333333334,-0.21169354838709675
2011-12-26,10099.125,-0.2664516129032257
2011-12-27,11249.75,-0.3212096774193547
2011-12-28,11716.875,-0.37596774193548366
2011-12-29,11164.041666666666,-0.43072580645161285
2011-12-30,10853.791666666666,-0.4854838709677418
2011-12-31,10135.708333333334,-0.5402419354838708
2012-01-01,9894.0,-0.5949999999999999
2012-01-02,11217.833333333334,-0.5646129032258064
2012-01-03,12487.833333333334,-0.5342258064516128
2012-01-04,12119.541666666666,-0.5038387096774193
2012-01-05,11694.0,-0.47345161290322574
2012-01-06,11097.083333333334,-0.4430645161290322
2012-01-07,10237.458333333334,-0.41267741935483865
2012-01-08,10038.375,-0.3822903225806451
2012-01-09,11520.125,-0.3519032258064516
2012-01-10,11341.708333333334,-0.32151612903225807
2012-01-11,11225.083333333334,-0.2911290322580645
2012-01-12,11906.75,-0.260741935483871
2012-01-13,12505.125,-0.23035483870967743
2012-01-14,11546.458333333334,-0.1999677419354839
2012-01-15,10969.166666666666,-0.1695806451612904
2012-01-16,11643.291666666666,-0.13919354838709685
2012-01-17,12054.791666666666,-0.10880645161290331
2012-01-18,12655.416666666666,-0.07841935483870976
2012-01-19,12867.875,-0.048032258064516276
2012-01-20,13250.916666666666,-0.017645161290322675
2012-01-21,11651.833333333334,0.012741935483870814
2012-01-22,11147.208333333334,0.043129032258064415
2012-01-23,11948.375,0.0735161290322579
2012-01-24,12041.458333333334,0.1039032258064514
2012-01-25,12116.708333333334,0.134290322580645
2012-01-26,11872.291666666666,0.16467741935483848
2012-01-27,11433.75,0.19506451612903208
2012-01-28,10768.625,0.22545161290322557
2012-01-29,10527.458333333334,0.25583870967741906
2012-01-30,11745.416666666666,0.28622580645161266
2012-01-31,11138.208333333334,0.31661290322580615
2012-02-01,11136.375,0.34699999999999975
2012-02-02,11331.166666666666,0.7210517241379308
2012-02-03,11390.458333333334,1.0951034482758617
2012-02-04,10394.708333333334,1.4691551724137928
2012-02-05,9858.041666666666,1.8432068965517239
2012-02-06,11645.416666666666,2.217258620689655
2012-02-07,11979.791666666666,2.591310344827586
2012-02-08,11863.041666666666,2.9653620689655167
2012-02-09,11977.625,3.339413793103448
2012-02-10,12103.083333333334,3.713465517241379
2012-02-11,11810.791666666666,4.08751724137931
2012-02-12,10953.125,4.461568965517241
2012-02-13,12144.791666666666,4.835620689655172
2012-02-14,11973.25,5.209672413793103
2012-02-15,11632.833333333334,5.583724137931034
2012-02-16,11320.541666666666,5.957775862068965
2012-02-17,11282.75,6.331827586206896
2012-02-18,10285.458333333334,6.705879310344827
2012-02-19,9938.708333333334,7.079931034482758
2012-02-20,11250.833333333334,7.453982758620689
2012-02-21,11586.25,7.82803448275862
2012-02-22,11377.125,8.202086206896551
2012-02-23,11592.75,8.576137931034483
2012-02-24,11692.75,8.950189655172414
2012-02-25,10885.958333333334,9.324241379310344
2012-02-26,10164.958333333334,9.698293103448275
2012-02-27,11335.208333333334,10.072344827586207
2012-02-28,11649.833333333334,10.446396551724137
2012-02-29,11122.875,10.820448275862068
2012-03-01,11414.708333333334,11.1945
2012-03-02,11433.583333333334,11.167043010752687
2012-03-03,10704.333333333334,11.139586021505377
2012-03-04,10139.208333333334,11.112129032258064
2012-03-05,11516.333333333334,11.084672043010752
2012-03-06,11107.708333333334,11.057215053763441
2012-03-07,10635.5,11.029758064516129
2012-03-08,10758.833333333334,11.002301075268816
2012-03-09,11120.291666666666,10.974844086021506
2012-03-10,10023.5,10.947387096774193
2012-03-11,9054.91304347826,10.919930107526882
2012-03-12,10339.291666666666,10.89247311827957
2012-03-13,10352.083333333334,10.865016129032258
2012-03-14,10631.666666666666,10.837559139784947
2012-03-15,10956.291666666666,10.810102150537634
2012-03-16,10616.291666666666,10.782645161290322
2012-03-17,9761.0,10.755188172043011
2012-03-18,9325.375,10.727731182795699
2012-03-19,10916.5,10.700274193548386
2012-03-20,11460.708333333334,10.672817204301076
2012-03-21,11839.416666666666,10.645360215053763
2012-03-22,11628.958333333334,10.617903225806451
2012-03-23,10707.166666666666,10.59044623655914
2012-03-24,9186.875,10.562989247311828
2012-03-25,8662.833333333334,10.535532258064517
2012-03-26,10179.25,10.508075268817205
2012-03-27,10463.75,10.480618279569892
2012-03-28,10202.041666666666,10.453161290322582
2012-03-29,10144.625,10.42570430107527
2012-03-30,10269.958333333334,10.398247311827957
2012-03-31,9440.416666666666,10.370790322580646
2012-04-01,8772.666666666666,10.343333333333334
2012-04-02,10049.25,10.591372222222223
2012-04-03,10211.666666666666,10.839411111111112
2012-04-04,10165.833333333334,11.08745
2012-04-05,10274.125,11.33548888888889
2012-04-06,9725.375,11.583527777777778
2012-04-07,8944.333333333334,11.831566666666667
2012-04-08,8249.541666666666,12.079605555555556
2012-04-09,9865.416666666666,12.327644444444445
2012-04-10,10437.0,12.575683333333334
2012-04-11,10553.0,12.823722222222223
2012-04-12,10448.333333333334,13.07176111111111
2012-04-13,10241.333333333334,13.319799999999999
2012-04-14,9257.375,13.567838888888888
2012-04-15,9000.833333333334,13.815877777777777
2012-04-16,10147.875,14.063916666666666
2012-04-17,10220.791666666666,14.311955555555555
2012-04-18,10442.666666666666,14.559994444444444
2012-04-19,10269.25,14.808033333333332
2012-04-20,10410.625,15.056072222222221
2012-04-21,9280.416666666666,15.30411111111111
2012-04-22,8774.5,15.552149999999997
2012-04-23,10212.166666666666,15.800188888888886
2012-04-24,10277.375,16.048227777777775
2012-04-25,10289.5,16.296266666666664
2012-04-26,10162.958333333334,16.544305555555553
2012-04-27,10286.125,16.792344444444442
2012-04-28,9430.708333333334,17.04038333333333
2012-04-29,8799.875,17.28842222222222
2012-04-30,10191.875,17.53646111111111
2012-05-01,10264.708333333334,17.784499999999998
2012-05-02,10778.416666666666,17.91548387096774
2012-05-03,12154.0,18.04646774193548
2012-05-04,11376.125,18.177451612903223
2012-05-05,9112.75,18.308435483870966
2012-05-06,8760.041666666666,18.43941935483871
2012-05-07,10208.708333333334,18.570403225806448
2012-05-08,10431.5,18.70138709677419
2012-05-09,10164.5,18.832370967741934
2012-05-10,10291.083333333334,18.963354838709677
2012-05-11,10450.958333333334,19.094338709677416
2012-05-12,9190.0,19.22532258064516
2012-05-13,8463.5,19.3563064516129
2012-05-14,10393.458333333334,19.487290322580645
2012-05-15,11289.666666666666,19.618274193548384
2012-05-16,10471.041666666666,19.749258064516127
2012-05-17,10474.041666666666,19.88024193548387
2012-05-18,10917.125,20.011225806451613
2012-05-19,11292.958333333334,20.142209677419352
2012-05-20,11973.583333333334,20.273193548387095
2012-05-21,10918.583333333334,20.404177419354838
2012-05-22,10629.666666666666,20.53516129032258
2012-05-23,11051.541666666666,20.66614516129032
2012-05-24,12813.875,20.797129032258063
2012-05-25,12769.875,20.928112903225806
2012-05-26,10441.125,21.05909677419355
2012-05-27,12400.208333333334,21.190080645161288
2012-05-28,13782.666666666666,21.32106451612903
2012-05-29,13404.25,21.452048387096774
2012-05-30,11045.041666666666,21.583032258064513
2012-05-31,10337.166666666666,21.714016129032256
2012-06-01,10126.25,21.845
2012-06-02,9351.25,21.993199999999998
2012-06-03,9403.125,22.141399999999997
2012-06-04,11171.958333333334,22.2896
2012-06-05,10922.708333333334,22.4378
2012-06-06,11032.625,22.586
2012-06-07,11429.583333333334,22.734199999999998
2012-06-08,12521.583333333334,22.882399999999997
2012-06-09,12877.833333333334,23.0306
2012-06-10,13140.416666666666,23.1788
2012-06-11,15121.458333333334,23.326999999999998
2012-06-12,12784.25,23.475199999999997
2012-06-13,11233.291666666666,23.623399999999997
2012-06-14,12020.833333333334,23.7716
2012-06-15,13820.958333333334,23.9198
2012-06-16,13845.75,24.067999999999998
2012-06-17,12755.833333333334,24.216199999999997
2012-06-18,15914.0,24.364399999999996
2012-06-19,17402.75,24.5126
2012-06-20,17394.166666666668,24.6608
2012-06-21,15270.166666666666,24.808999999999997
2012-06-22,13587.041666666666,24.957199999999997
2012-06-23,12456.958333333334,25.105399999999996
2012-06-24,12693.541666666666,25.2536
2012-06-25,12451.666666666666,25.401799999999998
2012-06-26,12430.833333333334,25.549999999999997
2012-06-27,14179.625,25.698199999999996
2012-06-28,17620.666666666668,25.846399999999996
2012-06-29,15896.958333333334,25.9946
2012-06-30,14385.625,26.142799999999998
2012-07-01,13906.666666666666,26.290999999999997
2012-07-02,16766.583333333332,26.1610752688172
2012-07-03,17821.083333333332,26.031150537634407
2012-07-04,17263.416666666668,25.90122580645161
2012-07-05,18769.33333333333,25.771301075268816
2012-07-06,19733.20833333333,25.64137634408602
2012-07-07,17183.583333333332,25.511451612903222
2012-07-08,12999.875,25.38152688172043
2012-07-09,14567.333333333334,25.251602150537632
2012-07-10,14103.833333333334,25.12167741935484
2012-07-11,14267.541666666666,24.991752688172042
2012-07-12,15073.458333333334,24.861827956989245
2012-07-13,15394.833333333334,24.73190322580645
2012-07-14,14133.958333333334,24.601978494623655
2012-07-15,14570.875,24.47205376344086
2012-07-16,17712.458333333332,24.342129032258065
2012-07-17,19144.20833333333,24.212204301075268
2012-07-18,18027.83333333333,24.082279569892474
2012-07-19,15444.916666666666,23.952354838709677
2012-07-20,14142.958333333334,23.82243010752688
2012-07-21,13449.708333333334,23.692505376344087
2012-07-22,13584.833333333334,23.56258064516129
2012-07-23,17446.458333333332,23.432655913978497
2012-07-24,15994.5,23.3027311827957
2012-07-25,16788.291666666668,23.172806451612903
2012-07-26,16607.5,23.04288172043011
2012-07-27,14453.625,22.912956989247313
2012-07-28,12936.541666666666,22.783032258064516
2012-07-29,12154.375,22.653107526881723
2012-07-30,15742.583333333334,22.523182795698926
2012-07-31,15989.791666666666,22.393258064516132
2012-08-01,15465.0,22.263333333333335
2012-08-02,15876.458333333334,22.117537634408603
2012-08-03,16571.625,21.971741935483873
2012-08-04,15118.125,21.82594623655914
2012-08-05,12536.5,21.68015053763441
2012-08-06,13786.833333333334,21.534354838709678
2012-08-07,15094.458333333334,21.38855913978495
2012-08-08,14874.625,21.242763440860216
2012-08-09,12762.041666666666,21.096967741935487
2012-08-10,11624.208333333334,20.951172043010754
2012-08-11,10413.708333333334,20.80537634408602
2012-08-12,9859.0,20.65958064516129
2012-08-13,11303.291666666666,20.51378494623656
2012-08-14,12071.708333333334,20.36798924731183
2012-08-15,13204.708333333334,20.222193548387096
2012-08-16,12729.416666666666,20.076397849462367
2012-08-17,11463.666666666666,19.930602150537634
2012-08-18,10285.875,19.784806451612905
2012-08-19,9983.916666666666,19.639010752688172
2012-08-20,11534.375,19.493215053763443
2012-08-21,11814.375,19.34741935483871
2012-08-22,12401.625,19.201623655913977
2012-08-23,13981.666666666666,19.055827956989248
2012-08-24,15204.041666666666,18.910032258064515
2012-08-25,14434.041666666666,18.764236559139785
2012-08-26,12146.0,18.618440860215053
2012-08-27,14065.916666666666,18.472645161290323
2012-08-28,13945.708333333334,18.32684946236559
2012-08-29,14002.083333333334,18.18105376344086
2012-08-30,14905.958333333334,18.03525806451613
2012-08-31,15610.458333333334,17.8894623655914
2012-09-01,12183.75,17.743666666666666
2012-09-02,11955.333333333334,17.499399999999998
2012-09-03,13361.375,17.255133333333333
2012-09-04,15763.708333333334,17.010866666666665
2012-09-05,14164.333333333334,16.7666
2012-09-06,14458.125,16.522333333333332
2012-09-07,12764.666666666666,16.278066666666668
2012-09-08,10041.25,16.0338
2012-09-09,9352.208333333334,15.789533333333333
2012-09-10,11019.208333333334,15.545266666666667
2012-09-11,11881.833333333334,15.300999999999998
2012-09-12,12977.0,15.056733333333334
2012-09-13,11693.875,14.812466666666666
2012-09-14,10871.0,14.5682
2012-09-15,9954.958333333334,14.323933333333333
2012-09-16,9429.125,14.079666666666666
2012-09-17,11173.833333333334,13.8354
2012-09-18,10454.833333333334,13.591133333333332
2012-09-19,10429.625,13.346866666666667
2012-09-20,10576.416666666666,13.102599999999999
2012-09-21,10250.208333333334,12.858333333333333
2012-09-22,9147.666666666666,12.614066666666666
2012-09-23,8647.875,12.3698
