Datetime,DUQ,Estimated_Temp_C
2010-07-06,2326.833333333333,24.08993548387097
2010-07-07,2363.5416666666665,24.067322580645165
2010-07-08,2327.125,24.044709677419355
2010-07-09,2145.1666666666665,24.02209677419355
2010-07-10,1828.4583333333333,23.999483870967744
2010-07-11,1785.1666666666667,23.976870967741938
2010-07-12,2007.25,23.954258064516132
2010-07-13,2031.5833333333333,23.931645161290323
2010-07-14,2059.7916666666665,23.909032258064517
2010-07-15,2213.625,23.88641935483871
2010-07-16,2166.9166666666665,23.863806451612906
2010-07-17,1988.0416666666667,23.841193548387096
2010-07-18,2093.958333333333,23.81858064516129
2010-07-19,2158.25,23.795967741935485
2010-07-20,2057.625,23.77335483870968
2010-07-21,2187.875,23.75074193548387
2010-07-22,2195.208333333333,23.728129032258064
2010-07-23,2400.2916666666665,23.705516129032258
2010-07-24,2324.2916666666665,23.682903225806452
2010-07-25,1953.2916666666667,23.660290322580646
2010-07-26,1953.6666666666667,23.637677419354837
2010-07-27,1998.7083333333333,23.61506451612903
2010-07-28,2165.458333333333,23.592451612903226
2010-07-29,2138.875,23.56983870967742
2010-07-30,1809.0,23.54722580645161
2010-07-31,1712.4166666666667,23.524612903225805
2010-08-01,1816.625,23.502
2010-08-02,2129.0,23.344516129032257
2010-08-03,2104.2916666666665,23.187032258064516
2010-08-04,2201.125,23.029548387096774
2010-08-05,2117.9166666666665,22.872064516129033
2010-08-06,1946.5833333333333,22.71458064516129
2010-08-07,1679.2916666666667,22.557096774193546
2010-08-08,1706.7083333333333,22.399612903225805
2010-08-09,2096.0416666666665,22.242129032258063
2010-08-10,2326.25,22.08464516129032
2010-08-11,2374.2916666666665,21.92716129032258
2010-08-12,2275.9166666666665,21.76967741935484
2010-08-13,2155.0,21.612193548387097
2010-08-14,2021.3333333333333,21.454709677419356
2010-08-15,1995.3333333333333,21.297225806451614
2010-08-16,2195.25,21.139741935483872
2010-08-17,1968.0,20.98225806451613
2010-08-18,1949.6666666666667,20.824774193548386
2010-08-19,2069.5,20.667290322580644
2010-08-20,2159.458333333333,20.509806451612903
2010-08-21,2017.0,20.35232258064516
2010-08-22,1804.0416666666667,20.19483870967742
2010-08-23,1831.0,20.03735483870968
2010-08-24,1737.375,19.879870967741937
2010-08-25,1817.8333333333333,19.722387096774195
2010-08-26,1803.375,19.564903225806454
2010-08-27,1677.9583333333333,19.40741935483871
2010-08-28,1597.4583333333333,19.24993548387097
2010-08-29,1726.4166666666667,19.092451612903226
2010-08-30,2091.375,18.934967741935484
2010-08-31,2217.333333333333,18.777483870967743
2010-09-01,2271.0416666666665,18.62
2010-09-02,2264.1666666666665,18.391233333333336
2010-09-03,2021.4583333333333,18.162466666666667
2010-09-04,1459.0,17.9337
2010-09-05,1327.4166666666667,17.704933333333333
2010-09-06,1422.625,17.476166666666668
2010-09-07,1824.2916666666667,17.2474
2010-09-08,1822.1666666666667,17.018633333333334
2010-09-09,1631.375,16.78986666666667
2010-09-10,1588.4583333333333,16.5611
2010-09-11,1454.2083333333333,16.332333333333334
2010-09-12,1452.8333333333333,16.103566666666666
2010-09-13,1655.3333333333333,15.8748
2010-09-14,1665.25,15.646033333333333
2010-09-15,1670.7083333333333,15.417266666666666
2010-09-16,1655.7083333333333,15.188500000000001
2010-09-17,1586.625,14.959733333333334
2010-09-18,1425.5,14.730966666666667
2010-09-19,1419.5416666666667,14.5022
2010-09-20,1585.5416666666667,14.273433333333333
2010-09-21,1660.2083333333333,14.044666666666668
2010-09-22,1788.5416666666667,13.8159
2010-09-23,1876.3333333333333,13.587133333333334
2010-09-24,1985.2916666666667,13.358366666666667
2010-09-25,1578.5833333333333,13.1296
2010-09-26,1317.7083333333333,12.900833333333335
2010-09-27,1542.9166666666667,12.672066666666666
2010-09-28,1572.4583333333333,12.4433
2010-09-29,1553.5416666666667,12.214533333333334
2010-09-30,1568.0833333333333,11.985766666666667
2010-10-01,1511.3333333333333,11.757
2010-10-02,1355.9583333333333,11.554806451612903
2010-10-03,1334.9166666666667,11.352612903225806
2010-10-04,1507.625,11.150419354838709
2010-10-05,1578.625,10.948225806451612
