Datetime,DAYTON,Estimated_Temp_C
2016-09-26,1967.375,12.93094564439392
2016-09-27,1855.4166666666667,12.712170771756975
2016-09-28,1834.7083333333333,12.493395899120037
2016-09-29,1826.0833333333333,12.274621026483093
2016-09-30,1794.625,12.055846153846153
2016-10-01,1531.5,11.696625
2016-10-02,1519.9166666666667,11.497943962585037
2016-10-03,1849.0416666666667,11.29926292517007
2016-10-04,1927.0,11.100581887755103
2016-10-05,2024.4166666666667,10.901900850340136
2016-10-06,2091.375,10.703219812925171
2016-10-07,2007.375,10.504538775510206
2016-10-08,1573.375,10.30585773809524
2016-10-09,1485.75,10.107176700680274
2016-10-10,1805.4583333333333,9.908495663265308
2016-10-11,1823.125,9.709814625850342
2016-10-12,1871.625,9.511133588435374
2016-10-13,1821.75,9.31245255102041
2016-10-14,1779.5416666666667,9.113771513605442
2016-10-15,1596.3333333333333,8.915090476190477
2016-10-16,1600.4166666666667,8.71640943877551
2016-10-17,2040.0,8.517728401360545
2016-10-18,2098.083333333333,8.319047363945579
2016-10-19,2050.5,8.120366326530613
2016-10-20,1890.625,7.921685289115647
2016-10-21,1810.75,7.723004251700681
2016-10-22,1595.0,7.524323214285715
2016-10-23,1540.7083333333333,7.325642176870749
2016-10-24,1785.6666666666667,7.126961139455784
2016-10-25,1866.25,6.928280102040818
2016-10-26,1877.7916666666667,6.729599064625852
2016-10-27,1854.0833333333333,6.530918027210886
2016-10-28,1810.875,6.332236989795919
2016-10-29,1594.4583333333333,6.133555952380953
2016-10-30,1517.4583333333333,5.934874914965987
2016-10-31,1791.2916666666667,5.736193877551021
2016-11-01,1881.3333333333333,5.382937500000001
2016-11-02,1899.875,5.205860187292141
2016-11-03,1861.75,5.028782874584282
2016-11-04,1774.0416666666667,4.851705561876423
2016-11-05,1609.7916666666667,4.674628249168563
2016-11-06,1529.68,4.497550936460704
2016-11-07,1819.625,4.320473623752845
2016-11-08,1852.125,4.143396311044985
2016-11-09,1882.3333333333333,3.966318998337126
2016-11-10,1906.5416666666667,3.7892416856292663
2016-11-11,1841.0416666666667,3.612164372921408
2016-11-12,1725.2916666666667,3.435087060213548
2016-11-13,1679.0416666666667,3.2580097475056893
2016-11-14,1959.25,3.08093243479783
2016-11-15,1943.3333333333333,2.9038551220899707
2016-11-16,1904.3333333333333,2.726777809382112
2016-11-17,1902.1666666666667,2.549700496674252
2016-11-18,1813.5833333333333,2.3726231839663927
2016-11-19,1752.5,2.1955458712585334
2016-11-20,1856.0,2.018468558550674
2016-11-21,2097.458333333333,1.8413912458428148
2016-11-22,2137.4166666666665,1.6643139331349557
2016-11-23,2043.1666666666667,1.487236620427096
2016-11-24,1579.9583333333333,1.3101593077192373
2016-11-25,1681.7083333333333,1.133081995011378
2016-11-26,1698.25,0.9560046823035186
2016-11-27,1736.9166666666667,0.7789273695956593
2016-11-28,1999.5833333333333,0.6018500568878
2016-11-29,1905.8333333333333,0.4247727441799407
2016-11-30,1898.625,0.2476954314720812
2016-12-01,2092.333333333333,0.137015625
2016-12-02,2092.958333333333,0.137015625
2016-12-03,1888.5416666666667,0.137015625
2016-12-04,1856.7083333333333,0.137015625
2016-12-05,2098.708333333333,0.137015625
2016-12-06,2172.0416666666665,0.137015625
2016-12-07,2208.6666666666665,0.137015625
2016-12-08,2375.25,0.137015625
2016-12-09,2408.333333333333,0.137015625
2016-12-10,2148.625,0.137015625
2016-12-11,2035.1666666666667,0.137015625
2016-12-12,2227.083333333333,0.137015625
2016-12-13,2316.7916666666665,0.137015625
2016-12-14,2474.0416666666665,0.137015625
2016-12-15,2680.1666666666665,0.137015625
2016-12-16,2581.833333333333,0.137015625
2016-12-17,2064.333333333333,0.137015625
2016-12-18,2110.333333333333,0.137015625
2016-12-19,2510.458333333333,0.137015625
2016-12-20,2469.458333333333,0.137015625
2016-12-21,2313.458333333333,0.137015625
2016-12-22,2227.6666666666665,0.137015625
2016-12-23,2123.2916666666665,0.137015625
2016-12-24,1769.6666666666667,0.137015625
2016-12-25,1671.4166666666667,0.137015625
2016-12-26,1594.0416666666667,0.137015625
2016-12-27,1822.875,0.137015625
2016-12-28,1951.9583333333333,0.137015625
2016-12-29,1936.7083333333333,0.137015625
2016-12-30,1958.875,0.137015625
2016-12-31,1851.25,0.137015625
2017-01-01,1714.25,-1.3740304182509506
2017-01-02,1765.375,-1.323801168117763
2017-01-03,1914.6666666666667,-1.2735719179845757
2017-01-04,2222.25,-1.223342667851388
2017-01-05,2468.333333333333,-1.1731134177182003
2017-01-06,2584.958333333333,-1.122884167585013
2017-01-07,2433.7916666666665,-1.0726549174518254
2017-01-08,2325.125,-1.0224256673186378
2017-01-09,2481.5,-0.9721964171854504
2017-01-10,2259.9166666666665,-0.9219671670522628
2017-01-11,2114.5416666666665,-0.8717379169190753
2017-01-12,1957.5,-0.8215086667858879
2017-01-13,2155.9166666666665,-0.7712794166527003
2017-01-14,1993.0416666666667,-0.7210501665195128
2017-01-15,1913.2916666666667,-0.6708209163863252
2017-01-16,2072.2916666666665,-0.6205916662531378
2017-01-17,1956.875,-0.5703624161199502
2017-01-18,2098.583333333333,-0.5201331659867626
2017-01-19,2076.125,-0.4699039158535751
2017-01-20,1950.6666666666667,-0.4196746657203876
2017-01-21,1666.9583333333333,-0.3694454155872
2017-01-22,1600.375,-0.3192161654540126
2017-01-23,1961.5416666666667,-0.2689869153208251
2017-01-24,2063.958333333333,-0.2187576651876375
2017-01-25,2071.083333333333,-0.1685284150544499
2017-01-26,2185.5416666666665,-0.1182991649212623
2017-01-27,2227.7916666666665,-0.068069914788075
2017-01-28,2061.25,-0.0178406646548874
2017-01-29,1987.2083333333333,0.0323885854783001
2017-01-30,2286.7916666666665,0.0826178356114877
2017-01-31,2204.9166666666665,0.132847085744675
2017-02-01,2146.208333333333,0.1830763358778626
2017-02-02,2238.6666666666665,0.3598291453107961
2017-02-03,2329.583333333333,0.5365819547437296
2017-02-04,2134.208333333333,0.7133347641766632
2017-02-05,1830.9166666666667,0.8900875736095966
2017-02-06,2045.125,1.06684038304253
2017-02-07,1914.25,1.2435931924754635
2017-02-08,2077.0,1.420346001908397
2017-02-09,2344.6666666666665,1.5970988113413307
2017-02-10,2321.0,1.7738516207742645
2017-02-11,1732.0416666666667,1.9506044302071976
2017-02-12,1642.6666666666667,2.1273572396401312
2017-02-13,2070.7916666666665,2.304110049073065
2017-02-14,2048.2916666666665,2.4808628585059984
2017-02-15,2140.833333333333,2.657615667938932
2017-02-16,2178.625,2.834368477371865
2017-02-17,1967.5,3.0111212868047987
2017-02-18,1632.7083333333333,3.1878740962377323
2017-02-19,1572.125,3.364626905670666
2017-02-20,1874.7083333333333,3.541379715103599
2017-02-21,1859.7083333333333,3.7181325245365326
2017-02-22,1854.0416666666667,3.894885333969466
2017-02-23,1834.25,4.071638143402399
2017-02-24,1778.5,4.248390952835333
2017-02-25,1726.4166666666667,4.425143762268267
2017-02-26,1771.3333333333333,4.6018965717012
2017-02-27,1989.8333333333333,4.778649381134134
2017-02-28,1973.7916666666667,4.955402190567066
2017-03-01,1906.5,5.132155
2017-03-02,2111.125,4.4753870967741936
2017-03-03,2141.333333333333,4.695222341696535
2017-03-04,1943.75,4.915057586618877
2017-03-05,1735.4583333333333,5.134892831541219
2017-03-06,1888.7083333333333,5.3547280764635605
2017-03-07,1894.5,5.574563321385902
2017-03-08,1933.7083333333333,5.794398566308244
2017-03-09,1893.5416666666667,6.014233811230586
2017-03-10,1994.1666666666667,6.234069056152928
2017-03-11,1953.5833333333333,6.453904301075269
2017-03-12,1893.304347826087,6.673739545997611
2017-03-13,2213.7916666666665,6.893574790919953
2017-03-14,2356.0,7.113410035842294
2017-03-15,2409.333333333333,7.333245280764635
2017-03-16,2239.375,7.553080525686977
2017-03-17,2190.75,7.772915770609319
2017-03-18,1864.2083333333333,7.992751015531661
2017-03-19,1758.0,8.212586260454003
2017-03-20,2048.2916666666665,8.432421505376343
2017-03-21,1923.125,8.652256750298687
2017-03-22,2083.625,8.872091995221027
2017-03-23,2084.5416666666665,9.09192724014337
2017-03-24,1835.25,9.31176248506571
2017-03-25,1542.1666666666667,9.531597729988054
2017-03-26,1485.5833333333333,9.751432974910394
2017-03-27,1767.6666666666667,9.971268219832735
2017-03-28,1796.4166666666667,10.191103464755075
2017-03-29,1832.8333333333333,10.41093870967742
2017-03-30,1813.875,10.63077395459976
2017-03-31,1760.4166666666667,10.850609199522102
2017-04-01,1641.6666666666667,11.070444444444444
2017-04-02,1573.8333333333333,10.951435483870968
2017-04-03,1815.8333333333333,11.152692106876122
2017-04-04,1813.125,11.353948729881274
2017-04-05,1856.6666666666667,11.555205352886428
2017-04-06,1952.6666666666667,11.75646197589158
2017-04-07,1964.25,11.957718598896736
2017-04-08,1634.25,12.158975221901889
2017-04-09,1509.75,12.36023184490704
2017-04-10,1792.0833333333333,12.561488467912191
2017-04-11,1784.2083333333333,12.762745090917347
2017-04-12,1781.5833333333333,12.9640017139225
2017-04-13,1752.75,13.165258336927652
2017-04-14,1578.2916666666667,13.366514959932807
2017-04-15,1499.3333333333333,13.56777158293796
2017-04-16,1476.875,13.769028205943114
2017-04-17,1752.9166666666667,13.970284828948266
2017-04-18,1816.3333333333333,14.17154145195342
2017-04-19,1910.8333333333333,14.372798074958572
2017-04-20,1940.9583333333333,14.574054697963726
2017-04-21,1735.625,14.775311320968878
2017-04-22,1531.125,14.976567943974032
2017-04-23,1495.7916666666667,15.177824566979186
2017-04-24,1783.4166666666667,15.37908118998434
2017-04-25,1846.0833333333333,15.580337812989493
2017-04-26,1946.0833333333333,15.781594435994643
2017-04-27,1870.6666666666667,15.9828510589998
2017-04-28,1725.0,16.18410768200495
2017-04-29,1566.25,16.385364305010107
2017-04-30,1561.375,16.586620928015257
2017-05-01,1807.0416666666667,16.78787755102041
2017-05-02,1790.2916666666667,16.93906666666667
2017-05-03,1820.3333333333333,17.095837033276933
2017-05-04,1864.75,17.2526073998872
2017-05-05,1870.1666666666667,17.409377766497464
2017-05-06,1603.375,17.566148133107728
2017-05-07,1526.25,17.722918499717995
