Date,Temp_C
2011-01-01,-3.9926530323361904
2011-01-02,-3.9917717125749173
2011-01-03,-3.9859264653824775
2011-01-04,-3.975135129189801
2011-01-05,-3.9594188096093577
2011-01-06,-3.9388018467077526
2011-01-07,-3.9133117770090466
2011-01-08,-3.882979290296455
2011-01-09,-3.847838181292465
2011-01-10,-3.8079252963096355
2011-01-11,-3.763280474976387
2011-01-12,-3.713946487153878
2011-01-13,-3.6599689651715916
2011-01-14,-3.6013963315204967
2011-01-15,-3.53827972215353
2011-01-16,-3.470672905553778
2011-01-17,-3.398632197740784
2011-01-18,-3.3222163733953334
2011-01-19,-3.2414865732922626
2011-01-20,-3.156506208239814
2011-01-21,-3.067340859732437
2011-01-22,-2.9740581775317922
2011-01-23,-2.876727774398155
2011-01-24,-2.77542111820122
2011-01-25,-2.670211421645546
2011-01-26,-2.561173529851672
2011-01-27,-2.4483838060389305
2011-01-28,-2.3319200155605655
2011-01-29,-2.211861208545625
2011-01-30,-2.0882876014052947
2011-01-31,-1.961280457464098
2011-02-01,-1.8309219669781687
2011-02-02,-1.6972951268043373
2011-02-03,-1.5604836199842431
2011-02-04,-1.4205716955078689
2011-02-05,-1.277644048520167
2011-02-06,-1.131785701233138
2011-02-07,-0.9830818848038767
2011-02-08,-0.8316179224363629
2011-02-09,-0.6774791139617053
2011-02-10,-0.5207506221475362
2011-02-11,-0.36151736098285747
2011-02-12,-0.19986388617951478
2011-02-13,-0.035874288125746556
2011-02-14,0.13036791247896895
2011-02-15,0.2987798660854595
2011-02-16,0.4692794926378725
2011-02-17,0.6417855765911114
2011-02-18,0.8162178584042459
2011-02-19,0.992497122320195
2011-02-20,1.1705452802515637
2011-02-21,1.350285451602279
2011-02-22,1.5316420388649605
2011-02-23,1.7145407988446346
2011-02-24,1.8989089093704499
2011-02-25,2.084675031368393
2011-02-26,2.2717693661797247
2011-02-27,2.4601237080217713
2011-02-28,2.649671491499956
2011-03-01,2.840347834092373
2011-03-02,3.03208957354078
2011-03-03,3.224835300094731
2011-03-04,3.4185253835683884
2011-03-05,3.613101995182531
2011-03-06,3.808509124177374
2011-03-07,4.004692589194809
2011-03-08,4.201600044441671
2011-03-09,4.399180980658802
2011-03-10,4.597386720933362
2011-03-11,4.796170411404873
2011-03-12,4.995487006927981
2011-03-13,5.195293251767471
2011-03-14,5.3955476554134165
2011-03-15,5.596210463616192
2011-03-16,5.7972436247531025
2011-03-17,5.9986107516496485
2011-03-18,6.200277078989667
2011-03-19,6.4022094164594225
2011-03-20,6.604376097781021
2011-03-21,6.806746925800599
2011-03-22,7.009293113806272
2011-03-23,7.211987223259849
2011-03-24,7.414803098135116
2011-03-25,7.617715796063333
2011-03-26,7.820701516494499
2011-03-27,8.023737526089654
2011-03-28,8.22680208156619
2011-03-29,8.429874350224026
2011-03-30,8.632934328385653
2011-03-31,8.835962757987971
2011-04-01,9.038941041567842
2011-04-02,9.241851155886645
2011-04-03,9.444675564442194
2011-04-04,9.647397129118318
2011-04-05,9.849999021224129
2011-04-06,10.052464632175806
2011-04-07,10.254777484074044
2011-04-08,10.456921140429802
2011-04-09,10.658879117290109
2011-04-10,10.860634795013803
2011-04-11,11.062171330944906
2011-04-12,11.263471573228315
2011-04-13,11.464517976008793
2011-04-14,11.665292516250314
2011-04-15,11.865776612407714
2011-04-16,12.065951045177396
2011-04-17,12.265795880547866
2011-04-18,12.465290395364232
2011-04-19,12.664413005613891
2011-04-20,12.86314119763297
2011-04-21,13.061451462424976
2011-04-22,13.259319233274706
2011-04-23,13.4567188268312
2011-04-24,13.653623387824371
2011-04-25,13.85000483756982
2011-04-26,14.045833826406373
2011-04-27,14.241079690200106
2011-04-28,14.435710411037743
2011-04-29,14.629692582221274
2011-04-30,14.822991377663946
2011-05-01,15.015570525776234
2011-05-02,15.20739228791847
2011-05-03,15.398417441484675
2011-05-04,15.588605267669994
2011-05-05,15.777913543961688
2011-05-06,15.966298541381384
2011-05-07,16.153715026493817
2011-05-08,16.340116268184577
2011-05-09,16.525454049197375
2011-05-10,16.709678682408555
2011-05-11,16.89273903180454
2011-05-12,17.074582538115507
2011-05-13,17.255155249046815
2011-05-14,17.434401854037603
2011-05-15,17.612265723464407
2011-05-16,17.78868895219638
2011-05-17,17.963612407397374
2011-05-18,18.136975780459444
2011-05-19,18.30871764294176
2011-05-20,18.478775506378824
2011-05-21,18.647085885812018
2011-05-22,18.81358436688934
2011-05-23,18.978205676368983
2011-05-24,19.14088375585416
2011-05-25,19.301551838578472
2011-05-26,19.460142529053552
2011-05-27,19.61658788538383
2011-05-28,19.77081950404668
2011-05-29,19.922768606930354
2011-05-30,20.072366130416718
2011-05-31,20.219542816290854
2011-06-01,20.364229304255765
2011-06-02,20.506356225826362
2011-06-03,20.64585429937411
2011-06-04,20.782654426091373
2011-06-05,20.91668778664249
2011-06-06,21.047885938267594
2011-06-07,21.176180912104645
2011-06-08,21.30150531049506
2011-06-09,21.42379240403914
2011-06-10,21.54297622816873
2011-06-11,21.658991679006487
2011-06-12,21.771774608283508
2011-06-13,21.8812619170905
2011-06-14,21.987391648240855
2011-06-15,22.09010307702873
2011-06-16,22.18933680016982
2011-06-17,22.285034822717957
2011-06-18,22.3771406427564
2011-06-19,22.465599333669477
2011-06-20,22.55035762380669
2011-06-21,22.631363973359225
2011-06-22,22.70856864827624
2011-06-23,22.78192379105706
2011-06-24,22.851383488263554
2011-06-25,22.916903834606565
2011-06-26,22.978442993469386
2011-06-27,23.03596125374113
2011-06-28,23.089421082842986
2011-06-29,23.138787175840633
