,Temp_C
2004-05-01,18.095
2004-05-02,15.92729283697187
2004-05-03,16.099021157814708
2004-05-04,16.270749478657542
2004-05-05,16.44247779950038
2004-05-06,16.614206120343216
2004-05-07,16.785934441186054
2004-05-08,16.957662762028892
2004-05-09,17.129391082871727
2004-05-10,17.301119403714566
2004-05-11,17.4728477245574
2004-05-12,17.64457604540024
2004-05-13,17.816304366243074
2004-05-14,17.988032687085912
2004-05-15,18.15976100792875
2004-05-16,18.331489328771585
2004-05-17,18.503217649614424
2004-05-18,18.67494597045726
2004-05-19,18.846674291300097
2004-05-20,19.018402612142935
2004-05-21,19.19013093298577
2004-05-22,19.36185925382861
2004-05-23,19.533587574671444
2004-05-24,19.705315895514282
2004-05-25,19.87704421635712
2004-05-26,20.048772537199955
2004-05-27,20.220500858042794
2004-05-28,20.39222917888563
2004-05-29,20.563957499728467
2004-05-30,20.735685820571305
2004-05-31,20.90741414141414
2004-06-01,20.508000000000003
2004-06-02,20.9081841195519
2004-06-03,20.9872119891038
2004-06-04,21.0662398586557
2004-06-05,21.145267728207596
2004-06-06,21.224295597759497
2004-06-07,21.303323467311397
2004-06-08,21.382351336863294
2004-06-09,21.461379206415195
2004-06-10,21.540407075967092
2004-06-11,21.619434945518993
2004-06-12,21.69846281507089
2004-06-13,21.77749068462279
2004-06-14,21.85651855417469
2004-06-15,21.93554642372659
2004-06-16,22.01457429327849
2004-06-17,22.093602162830386
2004-06-18,22.172630032382287
2004-06-19,22.251657901934188
2004-06-20,22.330685771486085
2004-06-21,22.409713641037985
2004-06-22,22.488741510589882
2004-06-23,22.567769380141783
2004-06-24,22.646797249693684
2004-06-25,22.72582511924558
2004-06-26,22.80485298879748
2004-06-27,22.88388085834938
2004-06-28,22.96290872790128
2004-06-29,23.041936597453176
2004-06-30,23.120964467005077
2004-07-01,22.329
2004-07-02,23.01275032095184
2004-07-03,22.97477048317353
2004-07-04,22.936790645395213
2004-07-05,22.898810807616897
2004-07-06,22.860830969838585
2004-07-07,22.82285113206027
2004-07-08,22.784871294281952
2004-07-09,22.74689145650364
2004-07-10,22.708911618725324
2004-07-11,22.670931780947008
2004-07-12,22.632951943168695
2004-07-13,22.59497210539038
2004-07-14,22.556992267612063
2004-07-15,22.51901242983375
2004-07-16,22.481032592055435
2004-07-17,22.44305275427712
2004-07-18,22.405072916498806
2004-07-19,22.36709307872049
2004-07-20,22.329113240942174
2004-07-21,22.29113340316386
2004-07-22,22.253153565385546
2004-07-23,22.21517372760723
2004-07-24,22.177193889828917
2004-07-25,22.1392140520506
2004-07-26,22.101234214272285
2004-07-27,22.063254376493973
2004-07-28,22.025274538715657
2004-07-29,21.98729470093734
2004-07-30,21.949314863159028
2004-07-31,21.911335025380712
2004-08-01,20.303
2004-08-02,21.65400103958948
2004-08-03,21.519970333147217
2004-08-04,21.385939626704953
2004-08-05,21.25190892026269
2004-08-06,21.117878213820426
2004-08-07,20.98384750737816
2004-08-08,20.849816800935898
2004-08-09,20.71578609449363
2004-08-10,20.581755388051366
2004-08-11,20.447724681609103
2004-08-12,20.31369397516684
2004-08-13,20.179663268724575
2004-08-14,20.04563256228231
2004-08-15,19.911601855840047
2004-08-16,19.777571149397783
2004-08-17,19.64354044295552
2004-08-18,19.509509736513255
2004-08-19,19.37547903007099
2004-08-20,19.241448323628727
2004-08-21,19.107417617186464
2004-08-22,18.973386910744196
2004-08-23,18.839356204301936
2004-08-24,18.70532549785967
2004-08-25,18.571294791417404
2004-08-26,18.43726408497514
2004-08-27,18.303233378532877
2004-08-28,18.169202672090613
2004-08-29,18.03517196564835
2004-08-30,17.901141259206085
2004-08-31,17.76711055276382
2004-09-01,19.615
2004-09-02,17.170077508014703
2004-09-03,16.946075650950036
2004-09-04,16.72207379388537
2004-09-05,16.498071936820708
2004-09-06,16.274070079756044
2004-09-07,16.050068222691376
2004-09-08,15.826066365626712
2004-09-09,15.602064508562046
2004-09-10,15.378062651497382
2004-09-11,15.154060794432716
2004-09-12,14.930058937368052
2004-09-13,14.706057080303387
2004-09-14,14.48205522323872
2004-09-15,14.258053366174057
2004-09-16,14.034051509109391
2004-09-17,13.810049652044725
2004-09-18,13.586047794980061
2004-09-19,13.362045937915397
2004-09-20,13.13804408085073
2004-09-21,12.914042223786065
2004-09-22,12.690040366721401
2004-09-23,12.466038509656736
2004-09-24,12.24203665259207
2004-09-25,12.018034795527406
2004-09-26,11.79403293846274
2004-09-27,11.570031081398074
2004-09-28,11.34602922433341
2004-09-29,11.122027367268746
2004-09-30,10.89802551020408
2004-10-01,11.818
2004-10-02,10.346811524428935
2004-10-03,10.132263673857869
2004-10-04,9.917715823286802
2004-10-05,9.703167972715736
2004-10-06,9.48862012214467
2004-10-07,9.274072271573605
2004-10-08,9.05952442100254
2004-10-09,8.844976570431472
2004-10-10,8.630428719860406
2004-10-11,8.41588086928934
2004-10-12,8.201333018718273
2004-10-13,7.986785168147208
2004-10-14,7.772237317576142
2004-10-15,7.557689467005076
2004-10-16,7.343141616434011
2004-10-17,7.128593765862944
2004-10-18,6.914045915291878
2004-10-19,6.699498064720812
2004-10-20,6.484950214149746
2004-10-21,6.27040236357868
2004-10-22,6.055854513007614
2004-10-23,5.841306662436548
2004-10-24,5.626758811865482
2004-10-25,5.4122109612944165
2004-10-26,5.19766311072335
2004-10-27,4.983115260152284
2004-10-28,4.768567409581218
2004-10-29,4.554019559010152
2004-10-30,4.339471708439086
2004-10-31,4.12492385786802
2004-11-01,6.827000000000001
2004-11-02,3.6056527124695226
2004-11-03,3.4042585499390454
