,Temp_C
2013-06-01,23.364
2013-06-02,22.698968253968257
2013-06-03,22.773898447884903
2013-06-04,22.84882864180155
2013-06-05,22.923758835718196
2013-06-06,22.998689029634846
2013-06-07,23.073619223551493
2013-06-08,23.14854941746814
2013-06-09,23.223479611384786
2013-06-10,23.298409805301432
2013-06-11,23.37333999921808
2013-06-12,23.448270193134725
2013-06-13,23.523200387051375
2013-06-14,23.59813058096802
2013-06-15,23.673060774884668
2013-06-16,23.747990968801314
2013-06-17,23.82292116271796
2013-06-18,23.897851356634607
2013-06-19,23.972781550551254
2013-06-20,24.0477117444679
2013-06-21,24.12264193838455
2013-06-22,24.197572132301197
2013-06-23,24.272502326217843
2013-06-24,24.34743252013449
2013-06-25,24.422362714051136
2013-06-26,24.497292907967783
2013-06-27,24.57222310188443
2013-06-28,24.64715329580108
2013-06-29,24.722083489717726
2013-06-30,24.797013683634372
2013-07-01,23.972
2013-07-02,24.77943548387097
2013-07-03,24.7567682466535
2013-07-04,24.734101009436035
2013-07-05,24.711433772218566
2013-07-06,24.688766535001097
2013-07-07,24.66609929778363
2013-07-08,24.643432060566163
2013-07-09,24.620764823348697
2013-07-10,24.598097586131228
2013-07-11,24.57543034891376
2013-07-12,24.552763111696294
2013-07-13,24.530095874478825
2013-07-14,24.507428637261356
2013-07-15,24.48476140004389
2013-07-16,24.46209416282642
2013-07-17,24.439426925608956
2013-07-18,24.416759688391487
2013-07-19,24.394092451174018
2013-07-20,24.371425213956552
2013-07-21,24.348757976739083
2013-07-22,24.326090739521614
2013-07-23,24.30342350230415
2013-07-24,24.28075626508668
2013-07-25,24.25808902786921
2013-07-26,24.235421790651746
2013-07-27,24.212754553434277
2013-07-28,24.19008731621681
2013-07-29,24.167420078999342
2013-07-30,24.144752841781873
2013-07-31,24.122085604564408
2013-08-01,23.887
2013-08-02,23.97024193548387
2013-08-03,23.846538608700396
2013-08-04,23.722835281916925
2013-08-05,23.59913195513345
2013-08-06,23.47542862834998
2013-08-07,23.351725301566507
2013-08-08,23.228021974783033
2013-08-09,23.104318647999563
2013-08-10,22.98061532121609
2013-08-11,22.85691199443262
2013-08-12,22.733208667649144
2013-08-13,22.60950534086567
2013-08-14,22.4858020140822
2013-08-15,22.362098687298726
2013-08-16,22.238395360515256
2013-08-17,22.11469203373178
2013-08-18,21.990988706948308
2013-08-19,21.867285380164837
2013-08-20,21.743582053381363
2013-08-21,21.619878726597893
2013-08-22,21.49617539981442
2013-08-23,21.372472073030945
2013-08-24,21.248768746247475
2013-08-25,21.125065419464
2013-08-26,21.00136209268053
2013-08-27,20.877658765897056
2013-08-28,20.753955439113582
2013-08-29,20.630252112330112
2013-08-30,20.506548785546638
2013-08-31,20.382845458763164
2013-09-01,21.716
2013-09-02,19.810301587301588
2013-09-03,19.590633539640436
2013-09-04,19.370965491979284
2013-09-05,19.151297444318136
2013-09-06,18.931629396656984
2013-09-07,18.711961348995832
2013-09-08,18.49229330133468
2013-09-09,18.27262525367353
2013-09-10,18.05295720601238
2013-09-11,17.833289158351228
2013-09-12,17.613621110690076
2013-09-13,17.393953063028924
2013-09-14,17.174285015367776
2013-09-15,16.954616967706624
2013-09-16,16.734948920045472
2013-09-17,16.51528087238432
2013-09-18,16.29561282472317
2013-09-19,16.07594477706202
2013-09-20,15.856276729400868
2013-09-21,15.636608681739716
2013-09-22,15.416940634078566
2013-09-23,15.197272586417416
2013-09-24,14.977604538756264
2013-09-25,14.757936491095112
2013-09-26,14.538268443433962
2013-09-27,14.318600395772812
2013-09-28,14.09893234811166
2013-09-29,13.879264300450508
2013-09-30,13.659596252789356
2013-10-01,13.439928205128206
2013-10-02,13.168953125
2013-10-03,12.974254857568027
2013-10-04,12.779556590136055
2013-10-05,12.584858322704081
2013-10-06,12.390160055272109
2013-10-07,12.195461787840136
2013-10-08,12.000763520408164
2013-10-09,11.80606525297619
2013-10-10,11.611366985544217
2013-10-11,11.416668718112245
2013-10-12,11.221970450680272
2013-10-13,11.0272721832483
2013-10-14,10.832573915816326
2013-10-15,10.637875648384354
2013-10-16,10.443177380952381
2013-10-17,10.248479113520407
2013-10-18,10.053780846088435
2013-10-19,9.859082578656462
2013-10-20,9.66438431122449
2013-10-21,9.469686043792517
2013-10-22,9.274987776360543
2013-10-23,9.080289508928571
2013-10-24,8.885591241496599
2013-10-25,8.690892974064624
2013-10-26,8.496194706632654
2013-10-27,8.30149643920068
2013-10-28,8.106798171768707
2013-10-29,7.912099904336734
2013-10-30,7.7174016369047616
2013-10-31,7.522703369472788
2013-11-01,7.328005102040816
2013-11-02,6.8851875
2013-11-03,6.723461447575704
2013-11-04,6.561735395151409
2013-11-05,6.400009342727113
2013-11-06,6.238283290302818
2013-11-07,6.076557237878522
2013-11-08,5.9148311854542275
2013-11-09,5.753105133029932
2013-11-10,5.591379080605636
2013-11-11,5.429653028181341
2013-11-12,5.267926975757045
2013-11-13,5.10620092333275
2013-11-14,4.944474870908454
2013-11-15,4.7827488184841584
2013-11-16,4.621022766059863
2013-11-17,4.459296713635568
2013-11-18,4.297570661211273
2013-11-19,4.135844608786977
2013-11-20,3.9741185563626815
2013-11-21,3.8123925039383857
2013-11-22,3.6506664515140903
2013-11-23,3.488940399089795
2013-11-24,3.3272143466654995
2013-11-25,3.165488294241204
2013-11-26,3.0037622418169088
2013-11-27,2.842036189392613
2013-11-28,2.680310136968318
2013-11-29,2.518584084544022
2013-11-30,2.3568580321197263
2013-12-01,2.195131979695432
2013-12-02,2.0912968750000003
2013-12-03,2.0912968750000003
